time,particle,x,y,z,u,v,w,temp,pres
0.300029,0,0.084150,-0.900453,0.000000,-0.394634,-0.343876,0.000000,0.000000,5.217112
0.300029,0,0.091115,-0.896264,0.000000,-0.379646,-0.104085,0.000000,130.389898,6.563407
0.300029,0,0.086364,-0.897639,0.000000,-0.564698,-0.308171,0.000000,0.000000,6.371691
0.300029,0,0.085448,-0.896846,0.000000,-0.584124,-0.346692,0.000000,44.764228,6.613296
0.300029,0,0.100624,-0.896719,0.000000,-0.102346,-0.105138,0.000000,132.276424,6.458771
0.300029,0,0.081027,-0.898306,0.000000,-0.514900,-0.558902,0.000000,67.666823,6.585988
0.300029,0,0.090272,-0.893459,0.000000,-0.413773,-0.229168,0.000000,135.216875,6.629278
0.300029,0,0.098159,-0.889862,0.000000,-0.222902,-0.214776,0.000000,189.502596,6.597334
0.300029,0,0.090968,-0.891881,0.000000,-0.348830,-0.247269,0.000000,0.000000,6.478109
0.300029,0,0.100125,-0.889365,0.000000,-0.149772,-0.220829,0.000000,151.695536,6.511370
0.300029,0,0.079201,-0.900083,0.000000,-0.503610,-0.621390,0.000000,0.000000,3.269573
0.300029,0,0.100136,-0.888385,0.000000,-0.178875,-0.275372,0.000000,336.916992,6.719318
0.300029,0,0.082287,-0.891953,0.000000,-0.341929,-0.389500,0.000000,0.000000,0.747825
0.300029,0,0.084871,-0.887464,0.000000,-0.477165,-0.454177,0.000000,0.000000,1.208886
0.300029,0,0.103512,-0.884242,0.000000,-0.166065,-0.303419,0.000000,80.327925,6.540150
0.300029,0,0.014040,-0.908766,0.000000,0.041774,-0.010093,0.000000,0.000000,6.357485
0.300029,0,0.015384,-0.909317,0.000000,0.008352,-0.006897,0.000000,0.000000,6.543738
0.300029,0,0.022158,-0.909815,0.000000,0.056946,0.094293,0.000000,0.430746,6.518190
0.300029,0,0.029067,-0.911384,0.000000,0.089908,-0.011856,0.000000,69.575936,6.555300
0.300029,0,0.039993,-0.910495,0.000000,0.144582,0.029614,0.000000,0.000000,6.521157
0.300029,0,0.036547,-0.910297,0.000000,0.094544,-0.002802,0.000000,0.000000,6.462822
0.300029,0,0.038072,-0.909929,0.000000,0.118046,-0.078002,0.000000,0.000000,6.422532
0.300029,0,0.049236,-0.909276,0.000000,0.237841,-0.046062,0.000000,0.000000,6.562461
0.300029,0,0.048678,-0.908413,0.000000,0.253702,0.018914,0.000000,0.000000,4.677868
0.300029,0,0.060088,-0.910161,0.000000,0.238648,0.000923,0.000000,64.588444,6.586325
0.300029,0,0.065279,-0.910436,0.000000,0.237345,-0.054150,0.000000,0.000000,6.474155
0.300029,0,0.063820,-0.908999,0.000000,0.197543,0.109422,0.000000,0.000000,5.366135
0.300029,0,0.082238,-0.907702,0.000000,0.207072,0.128511,0.000000,143.223171,6.518185
0.300029,0,0.080778,-0.909689,0.000000,0.168892,0.154170,0.000000,231.490007,6.595441
0.300029,0,0.089685,-0.902045,0.000000,-0.238883,0.296499,0.000000,340.145720,6.671575
0.300029,0,0.083769,-0.906205,0.000000,0.026935,-0.065845,0.000000,0.000000,6.086555
0.300029,0,0.088418,-0.900159,0.000000,-0.336188,-0.281241,0.000000,396.210999,6.786655
0.300029,0,0.095196,-0.897865,0.000000,-0.158294,0.010408,0.000000,227.090920,6.582552
0.300029,0,0.097060,-0.905853,0.000000,-0.023806,0.106105,0.000000,343.981148,6.652843
0.300029,0,0.101896,-0.901553,0.000000,-0.025396,-0.028321,0.000000,146.281550,6.463297
0.300029,0,0.099879,-0.901535,0.000000,-0.051415,-0.012131,0.000000,156.372026,6.472071
0.300029,0,0.090001,-0.894276,0.000000,-0.378555,-0.208206,0.000000,92.418470,6.584885
0.300029,0,0.082354,-0.901407,0.000000,-0.427018,-0.539700,0.000000,411.062877,6.736074
0.300029,0,0.105579,-0.902911,0.000000,-0.015983,-0.046988,0.000000,280.526422,6.597119
0.300029,0,0.092065,-0.892845,0.000000,-0.382321,-0.162558,0.000000,151.427306,6.617467
0.300029,0,0.094527,-0.892543,0.000000,-0.219822,-0.098229,0.000000,170.563562,6.604336
0.300029,0,0.081387,-0.897042,0.000000,-0.501340,-0.492141,0.000000,0.000000,6.197680
0.300029,0,0.094225,-0.889887,0.000000,-0.291168,-0.238410,0.000000,87.937126,6.531096
0.300029,0,0.104730,-0.888314,0.000000,-0.110110,-0.298856,0.000000,316.849664,6.646131
0.300029,0,0.091647,-0.890447,0.000000,-0.336164,-0.288333,0.000000,126.216616,6.598420
0.300029,0,0.077541,-0.897902,0.000000,-0.586644,-0.587885,0.000000,0.000000,5.177054
0.300029,0,0.087713,-0.883613,0.000000,-0.466600,-0.346418,0.000000,0.000000,0.000000
0.300029,0,0.103721,-0.885218,0.000000,-0.145006,-0.279558,0.000000,189.659856,6.601280
0.300029,0,0.009973,-0.908313,0.000000,0.032932,-0.045356,0.000000,0.000000,5.374215
0.300029,0,0.016555,-0.909843,0.000000,0.030982,-0.008323,0.000000,0.000000,6.436188
0.300029,0,0.023441,-0.911803,0.000000,0.045880,-0.049238,0.000000,27.044336,6.519182
0.300029,0,0.033646,-0.910614,0.000000,0.089115,0.017059,0.000000,61.047486,6.565966
0.300029,0,0.033254,-0.913279,0.000000,0.099573,-0.012796,0.000000,131.333056,6.576345
0.300029,0,0.052003,-0.911893,0.000000,0.184902,-0.049892,0.000000,0.000000,6.494108
0.300029,0,0.054637,-0.908851,0.000000,0.202306,-0.026837,0.000000,37.173115,6.582651
0.300029,0,0.052311,-0.909217,0.000000,0.210532,-0.093385,0.000000,21.052499,6.561201
0.300029,0,0.061307,-0.913243,0.000000,0.222402,-0.034878,0.000000,61.519133,6.532810
0.300029,0,0.067655,-0.912206,0.000000,0.247486,0.029395,0.000000,147.798350,6.582153
0.300029,0,0.064718,-0.912584,0.000000,0.313902,-0.079205,0.000000,82.872501,6.547751
0.300029,0,0.076776,-0.906329,0.000000,-0.081311,0.149749,0.000000,0.000000,1.923533
0.300029,0,0.082878,-0.909198,0.000000,0.214713,0.065006,0.000000,108.939002,6.513323
0.300029,0,0.086059,-0.907035,0.000000,0.172318,0.242881,0.000000,156.553934,6.559248
0.300029,0,0.089872,-0.904797,0.000000,0.024566,0.261838,0.000000,0.000000,6.350902
0.300029,0,0.092620,-0.905521,0.000000,-0.011445,0.231363,0.000000,227.740213,6.585969
0.300029,0,0.096896,-0.903047,0.000000,-0.064758,0.093923,0.000000,239.221327,6.539191
0.300029,0,0.093928,-0.898130,0.000000,-0.156332,0.112619,0.000000,0.000000,6.312944
0.300029,0,0.097813,-0.899201,0.000000,-0.138890,-0.049932,0.000000,53.863527,6.382369
0.300029,0,0.092737,-0.893503,0.000000,-0.308374,-0.067669,0.000000,114.944691,6.568462
0.300029,0,0.100222,-0.898815,0.000000,-0.109200,-0.046543,0.000000,229.030470,6.555888
0.300029,0,0.097553,-0.897192,0.000000,-0.137438,-0.108699,0.000000,273.185030,6.607541
0.300029,0,0.106592,-0.904119,0.000000,-0.036076,-0.073193,0.000000,230.262815,6.545036
0.300029,0,0.105824,-0.899018,0.000000,-0.064267,-0.080814,0.000000,223.849741,6.535163
0.300029,0,0.097499,-0.892530,0.000000,-0.222721,-0.147172,0.000000,207.708251,6.596793
0.300029,0,0.094249,-0.891426,0.000000,-0.280880,-0.185778,0.000000,51.285936,6.491985
0.300029,0,0.108424,-0.888864,0.000000,0.002312,-0.192650,0.000000,342.524636,6.655947
0.300029,0,0.078739,-0.903087,0.000000,-0.525851,-0.620271,0.000000,0.000000,3.746872
0.300029,0,0.083257,-0.894446,0.000000,-0.468675,-0.461845,0.000000,44.567718,6.565980
0.300029,0,0.090628,-0.901417,0.000000,-0.132629,0.181086,0.000000,296.116669,6.607578
0.300029,0,0.088014,-0.904763,0.000000,0.020684,0.304397,0.000000,0.000000,4.874206
0.300029,0,0.083898,-0.892256,0.000000,-0.422154,-0.379560,0.000000,0.000000,6.191783
0.300029,0,0.110252,-0.884815,0.000000,0.048843,-0.339331,0.000000,0.000000,6.380634
0.300029,0,0.014580,-0.909897,0.000000,0.010306,-0.010086,0.000000,0.000000,6.498233
0.300029,0,0.028397,-0.913341,0.000000,0.117023,0.002796,0.000000,55.948891,6.513332
0.300029,0,0.021167,-0.909460,0.000000,0.039903,-0.017681,0.000000,4.536694,6.526961
0.300029,0,0.030334,-0.911212,0.000000,0.150602,-0.014633,0.000000,0.000000,6.488928
0.300029,0,0.030874,-0.912432,0.000000,0.048058,0.018109,0.000000,22.603371,6.483474
0.300029,0,0.035506,-0.909840,0.000000,0.119675,0.011741,0.000000,0.000000,6.538663
0.300029,0,0.053135,-0.912066,0.000000,0.243033,0.082553,0.000000,0.000000,6.426041
0.300029,0,0.055142,-0.909650,0.000000,0.197132,-0.014176,0.000000,0.000000,6.519602
0.300029,0,0.059055,-0.911467,0.000000,0.208228,-0.032844,0.000000,85.255548,6.592911
0.300029,0,0.061239,-0.910410,0.000000,0.225834,-0.001039,0.000000,9.401760,6.534361
0.300029,0,0.068040,-0.911201,0.000000,0.306020,-0.005322,0.000000,0.000000,6.451295
0.300029,0,0.075239,-0.910984,0.000000,0.205460,0.019514,0.000000,95.243028,6.494267
0.300029,0,0.079037,-0.907548,0.000000,0.061902,-0.058259,0.000000,471.117469,6.777921
0.300029,0,0.084439,-0.911311,0.000000,0.164180,0.080698,0.000000,239.135285,6.592547
0.300029,0,0.088303,-0.902304,0.000000,-0.098825,0.410275,0.000000,0.000000,4.281742
0.300029,0,0.090745,-0.905583,0.000000,-0.039468,0.139625,0.000000,199.461466,6.589743
0.300029,0,0.091317,-0.906689,0.000000,-0.028273,0.112421,0.000000,0.000000,6.385054
0.300029,0,0.088437,-0.896581,0.000000,-0.493032,-0.102570,0.000000,0.000000,6.488546
0.300029,0,0.096513,-0.912964,0.000000,-0.013521,0.010486,0.000000,87.240008,6.456789
0.300029,0,0.098645,-0.899643,0.000000,-0.134154,0.019408,0.000000,246.659966,6.563686
0.300029,0,0.098434,-0.898150,0.000000,-0.080121,-0.048461,0.000000,263.475447,6.587363
0.300029,0,0.101683,-0.912181,0.000000,-0.069867,-0.032739,0.000000,249.131997,6.570847
0.300029,0,0.083061,-0.901565,0.000000,-0.393495,-0.530163,0.000000,202.626907,6.568016
0.300029,0,0.096199,-0.889255,0.000000,-0.282943,-0.146402,0.000000,95.029636,6.549915
0.300029,0,0.105521,-0.897771,0.000000,-0.065581,-0.117504,0.000000,280.518996,6.587966
0.300029,0,0.088099,-0.892973,0.000000,-0.424632,-0.254544,0.000000,0.000000,6.391630
0.300029,0,0.096622,-0.890091,0.000000,-0.210187,-0.157149,0.000000,125.950556,6.559646
0.300029,0,0.091971,-0.889552,0.000000,-0.287954,-0.291919,0.000000,0.000000,6.454683
0.300029,0,0.080105,-0.893942,0.000000,-0.476719,-0.445602,0.000000,0.000000,2.793027
0.300029,0,0.096994,-0.885983,0.000000,-0.255542,-0.248694,0.000000,0.000000,6.404546
0.300029,0,0.092628,-0.887538,0.000000,-0.303949,-0.239864,0.000000,0.000000,6.466105
0.300029,0,0.092134,-0.884158,0.000000,-0.312767,-0.421012,0.000000,0.000000,2.533685
0.300029,0,0.089973,-0.889148,0.000000,-0.362279,-0.262667,0.000000,131.937541,6.610866
0.300029,0,0.010205,-0.909450,0.000000,-0.026047,-0.080638,0.000000,48.067092,6.597464
0.300029,0,0.013200,-0.908236,0.000000,-0.002272,-0.034917,0.000000,0.000000,4.322618
0.300029,0,0.019883,-0.908836,0.000000,0.052670,-0.006650,0.000000,0.343549,6.536032
0.300029,0,0.034281,-0.913265,0.000000,0.166611,-0.012558,0.000000,104.135232,6.569765
0.300029,0,0.035515,-0.908267,0.000000,0.132730,-0.012944,0.000000,0.000000,3.809163
0.300029,0,0.040911,-0.909699,0.000000,0.176115,0.006423,0.000000,0.000000,6.502785
0.300029,0,0.048068,-0.908728,0.000000,0.245526,-0.007370,0.000000,0.000000,6.408367
0.300029,0,0.057668,-0.911115,0.000000,0.234161,-0.024477,0.000000,0.000000,6.506251
0.300029,0,0.057791,-0.912073,0.000000,0.244629,0.003456,0.000000,67.686273,6.564621
0.300029,0,0.065815,-0.913371,0.000000,0.220098,-0.015280,0.000000,107.974487,6.534988
0.300029,0,0.068758,-0.907785,0.000000,0.247364,0.105908,0.000000,0.000000,2.459619
0.300029,0,0.077718,-0.908906,0.000000,0.149482,0.021070,0.000000,0.000000,6.390561
0.300029,0,0.077710,-0.908149,0.000000,0.180804,0.205320,0.000000,239.551011,6.630014
0.300029,0,0.089073,-0.905917,0.000000,-0.059778,0.296654,0.000000,243.381799,6.635106
0.300029,0,0.091516,-0.903360,0.000000,-0.055546,0.124666,0.000000,207.787024,6.555143
0.300029,0,0.096668,-0.905014,0.000000,-0.119717,0.038922,0.000000,205.785740,6.513357
0.300029,0,0.094910,-0.904904,0.000000,-0.053587,0.120024,0.000000,219.611938,6.537699
0.300029,0,0.095740,-0.902332,0.000000,-0.159687,0.096639,0.000000,271.353360,6.570462
0.300029,0,0.101198,-0.903866,0.000000,-0.028105,-0.029357,0.000000,246.489945,6.534976
0.300029,0,0.101963,-0.904685,0.000000,-0.075773,-0.010864,0.000000,285.433119,6.572772
0.300029,0,0.102064,-0.910112,0.000000,0.041727,0.011816,0.000000,239.760677,6.559818
0.300029,0,0.099671,-0.898037,0.000000,-0.092639,-0.044864,0.000000,125.142050,6.455685
0.300029,0,0.101323,-0.897081,0.000000,-0.058778,0.008793,0.000000,250.672295,6.570920
0.300029,0,0.106147,-0.896910,0.000000,-0.019773,-0.124575,0.000000,139.658720,6.450125
0.300029,0,0.104846,-0.898232,0.000000,-0.058621,-0.130967,0.000000,127.127527,6.440264
0.300029,0,0.081706,-0.895812,0.000000,-0.564171,-0.359882,0.000000,0.000000,5.709105
0.300029,0,0.097113,-0.890879,0.000000,-0.264885,-0.192022,0.000000,108.910840,6.521748
0.300029,0,0.107666,-0.892250,0.000000,-0.022802,-0.196468,0.000000,288.336207,6.579695
0.300029,0,0.093412,-0.889016,0.000000,-0.274632,-0.249713,0.000000,69.037438,6.525633
0.300029,0,0.082702,-0.903223,0.000000,0.024745,0.308411,0.000000,0.000000,5.872932
0.300029,0,0.094951,-0.884956,0.000000,-0.183162,-0.358137,0.000000,66.383755,6.498484
0.300029,0,0.104829,-0.885441,0.000000,-0.026363,-0.380915,0.000000,155.715977,6.548409
0.300029,0,0.106952,-0.884602,0.000000,-0.024076,-0.312203,0.000000,188.012948,6.616130
0.300029,0,0.015946,-0.910326,0.000000,0.060296,0.030793,0.000000,46.637922,6.609625
0.300029,0,0.012568,-0.909619,0.000000,0.046971,-0.011640,0.000000,0.000000,6.553537
0.300029,0,0.020486,-0.910080,0.000000,0.084175,-0.018735,0.000000,28.590381,6.546670
0.300029,0,0.033204,-0.911243,0.000000,0.192150,-0.019631,0.000000,80.812398,6.568153
0.300029,0,0.038396,-0.911097,0.000000,0.112307,-0.008059,0.000000,0.000000,6.392813
0.300029,0,0.037243,-0.909632,0.000000,0.057380,-0.041435,0.000000,0.000000,6.245037
0.300029,0,0.042404,-0.908882,0.000000,0.165811,-0.071846,0.000000,0.000000,5.629353
0.300029,0,0.048208,-0.910934,0.000000,0.157553,-0.017209,0.000000,0.000000,6.530044
0.300029,0,0.060526,-0.910890,0.000000,0.236099,-0.015025,0.000000,0.000000,6.508295
0.300029,0,0.060414,-0.913635,0.000000,0.216095,-0.049740,0.000000,27.103358,6.501542
0.300029,0,0.076961,-0.909695,0.000000,0.165342,0.073124,0.000000,192.689913,6.584305
0.300029,0,0.076358,-0.909193,0.000000,0.225039,0.084256,0.000000,157.840602,6.563424
0.300029,0,0.083360,-0.911246,0.000000,0.111675,0.076879,0.000000,48.409537,6.413625
0.300029,0,0.085536,-0.909248,0.000000,0.139971,0.100302,0.000000,189.767972,6.563884
0.300029,0,0.090668,-0.904520,0.000000,0.015347,0.182820,0.000000,59.051693,6.464794
0.300029,0,0.094141,-0.899157,0.000000,-0.246478,0.133538,0.000000,254.635962,6.596122
0.300029,0,0.095880,-0.899302,0.000000,-0.239330,0.051242,0.000000,255.211258,6.575755
0.300029,0,0.096806,-0.909797,0.000000,-0.073293,-0.035667,0.000000,107.849560,6.463001
0.300029,0,0.093472,-0.896430,0.000000,-0.328654,0.071337,0.000000,0.000000,6.335155
0.300029,0,0.092857,-0.897598,0.000000,-0.327842,-0.061233,0.000000,310.614850,6.682250
0.300029,0,0.104909,-0.907171,0.000000,-0.013644,-0.071655,0.000000,275.388177,6.560901
0.300029,0,0.102918,-0.897595,0.000000,-0.104697,-0.177802,0.000000,157.788720,6.475578
0.300029,0,0.103011,-0.899388,0.000000,-0.050729,-0.133709,0.000000,337.830048,6.649392
0.300029,0,0.102841,-0.900244,0.000000,-0.117461,-0.122459,0.000000,253.461123,6.567710
0.300029,0,0.089724,-0.892517,0.000000,-0.419392,-0.179883,0.000000,76.354935,6.580771
0.300029,0,0.084497,-0.905350,0.000000,-0.199605,0.012895,0.000000,0.000000,3.005836
0.300029,0,0.103939,-0.892138,0.000000,-0.125041,-0.219839,0.000000,209.656003,6.500405
0.300029,0,0.079161,-0.901367,0.000000,-0.544758,-0.607987,0.000000,0.000000,6.026790
0.300029,0,0.088987,-0.892008,0.000000,-0.419309,-0.282421,0.000000,109.718459,6.616539
0.300029,0,0.091429,-0.888808,0.000000,-0.306411,-0.225244,0.000000,149.997835,6.629780
0.300029,0,0.085126,-0.889150,0.000000,-0.358796,-0.156704,0.000000,0.000000,3.616375
0.300029,0,0.077884,-0.898679,0.000000,-0.547923,-0.608564,0.000000,0.000000,5.261595
0.300029,0,0.108894,-0.881630,0.000000,0.115765,-0.071077,0.000000,0.000000,4.930641
0.300029,0,0.012434,-0.908620,0.000000,0.025177,0.011194,0.000000,0.000000,6.498183
0.300029,0,0.010025,-0.910234,0.000000,0.028850,-0.064161,0.000000,0.000000,6.439827
0.300029,0,0.026697,-0.913201,0.000000,0.073436,-0.010482,0.000000,63.677049,6.523686
0.300029,0,0.032528,-0.911744,0.000000,0.103375,-0.049486,0.000000,128.462577,6.595970
0.300029,0,0.034204,-0.912155,0.000000,0.071576,0.038435,0.000000,0.000000,6.461944
0.300029,0,0.044722,-0.909256,0.000000,0.152754,-0.036328,0.000000,0.000000,6.391312
0.300029,0,0.055152,-0.911341,0.000000,0.199106,-0.001804,0.000000,11.684115,6.528225
0.300029,0,0.059112,-0.910674,0.000000,0.227607,-0.018893,0.000000,0.000000,6.492908
0.300029,0,0.073628,-0.908788,0.000000,0.280845,0.036236,0.000000,45.566730,6.531672
0.300029,0,0.069091,-0.908789,0.000000,0.262193,0.032400,0.000000,21.177154,6.530843
0.300029,0,0.081261,-0.908999,0.000000,0.172255,0.047867,0.000000,274.517066,6.637335
0.300029,0,0.084425,-0.907626,0.000000,0.165357,0.152474,0.000000,287.064602,6.680286
0.300029,0,0.077055,-0.912600,0.000000,0.214469,0.057838,0.000000,265.250527,6.600670
0.300029,0,0.087336,-0.908479,0.000000,0.095868,0.099223,0.000000,214.997101,6.574670
0.300029,0,0.086590,-0.909226,0.000000,0.128125,0.098351,0.000000,182.151733,6.541372
0.300029,0,0.095350,-0.901355,0.000000,-0.105608,0.041887,0.000000,166.870845,6.482614
0.300029,0,0.095925,-0.907660,0.000000,-0.039017,0.055351,0.000000,123.907309,6.479324
0.300029,0,0.096609,-0.910941,0.000000,-0.000074,0.063314,0.000000,287.417577,6.638354
0.300029,0,0.092276,-0.895954,0.000000,-0.327219,-0.040490,0.000000,137.159715,6.556048
0.300029,0,0.096521,-0.897271,0.000000,-0.208685,0.006803,0.000000,162.337961,6.515804
0.300029,0,0.101315,-0.905223,0.000000,-0.121648,0.001338,0.000000,225.501804,6.512491
0.300029,0,0.099012,-0.895493,0.000000,-0.093850,-0.074399,0.000000,184.041660,6.523284
0.300029,0,0.107288,-0.908250,0.000000,-0.057402,-0.085875,0.000000,189.663666,6.470100
0.300029,0,0.096470,-0.893961,0.000000,-0.192170,-0.196901,0.000000,222.144240,6.626500
0.300029,0,0.101763,-0.894606,0.000000,-0.198294,-0.133540,0.000000,179.937890,6.489275
0.300029,0,0.095395,-0.892335,0.000000,-0.193522,-0.226176,0.000000,140.011326,6.568088
0.300029,0,0.102772,-0.890783,0.000000,-0.102602,-0.196697,0.000000,306.173672,6.607516
0.300029,0,0.088095,-0.900853,0.000000,-0.139717,-0.223846,0.000000,73.010900,6.503234
0.300029,0,0.103170,-0.889297,0.000000,-0.087618,-0.211960,0.000000,235.412121,6.557733
0.300029,0,0.102019,-0.884408,0.000000,-0.114464,-0.352262,0.000000,29.072946,6.516563
0.300029,0,0.105640,-0.884693,0.000000,-0.022157,-0.284389,0.000000,0.000000,6.336732
0.300029,0,0.104472,-0.886547,0.000000,-0.149081,-0.307320,0.000000,145.812603,6.509896
0.300029,0,0.104780,-0.884563,0.000000,-0.050527,-0.430040,0.000000,275.073720,6.695533
0.300029,0,0.011452,-0.910255,0.000000,0.029847,0.032477,0.000000,59.639911,6.579024
0.300029,0,0.011426,-0.909416,0.000000,-0.005158,0.038315,0.000000,49.797043,6.581708
0.300029,0,0.018543,-0.910518,0.000000,0.015114,-0.029074,0.000000,28.772023,6.564447
0.300029,0,0.040571,-0.913908,0.000000,0.128073,0.031714,0.000000,19.965988,6.529879
0.300029,0,0.034345,-0.914261,0.000000,0.106972,-0.015965,0.000000,50.377256,6.501840
0.300029,0,0.039074,-0.909982,0.000000,0.141140,0.007786,0.000000,0.000000,6.542496
0.300029,0,0.046814,-0.911678,0.000000,0.169147,-0.056728,0.000000,0.000000,6.568917
0.300029,0,0.045352,-0.910283,0.000000,0.194869,-0.026169,0.000000,7.274959,6.632708
0.300029,0,0.070011,-0.911247,0.000000,0.263645,0.042529,0.000000,137.104520,6.580416
0.300029,0,0.075236,-0.907621,0.000000,0.266632,0.065340,0.000000,0.000000,4.896293
0.300029,0,0.067943,-0.909487,0.000000,0.370634,-0.015634,0.000000,0.000000,5.681768
0.300029,0,0.074501,-0.909384,0.000000,0.249492,0.045561,0.000000,43.103483,6.502824
0.300029,0,0.078366,-0.909935,0.000000,0.179259,0.061992,0.000000,209.166555,6.570008
0.300029,0,0.089199,-0.907840,0.000000,0.105187,0.187981,0.000000,242.344300,6.615369
0.300029,0,0.095709,-0.904501,0.000000,-0.103397,0.093316,0.000000,316.309441,6.623278
0.300029,0,0.091666,-0.901749,0.000000,-0.090888,0.140244,0.000000,120.768728,6.439710
0.300029,0,0.095192,-0.906222,0.000000,-0.103682,0.134179,0.000000,161.257400,6.505422
0.300029,0,0.083921,-0.899840,0.000000,-0.489561,-0.515671,0.000000,165.522945,6.671890
0.300029,0,0.087576,-0.896391,0.000000,-0.625262,-0.286770,0.000000,0.000000,6.421548
0.300029,0,0.103481,-0.903604,0.000000,-0.077216,-0.058807,0.000000,298.904084,6.597214
0.300029,0,0.101652,-0.906143,0.000000,-0.090140,0.008897,0.000000,311.229631,6.597768
0.300029,0,0.099400,-0.896235,0.000000,-0.257310,-0.079657,0.000000,187.432504,6.518586
0.300029,0,0.096001,-0.895657,0.000000,-0.210261,-0.177778,0.000000,93.194548,6.484178
0.300029,0,0.103723,-0.895442,0.000000,-0.052832,-0.183043,0.000000,316.735850,6.613454
0.300029,0,0.087261,-0.891967,0.000000,-0.396908,-0.326404,0.000000,0.000000,6.291569
0.300029,0,0.104720,-0.893696,0.000000,-0.079302,-0.160344,0.000000,324.990102,6.609137
0.300029,0,0.104840,-0.891649,0.000000,-0.139969,-0.174722,0.000000,264.171717,6.557765
0.300029,0,0.080704,-0.906793,0.000000,-0.304407,-0.430299,0.000000,387.991013,6.737024
0.300029,0,0.084383,-0.906744,0.000000,0.178049,0.046351,0.000000,0.000000,6.021879
0.300029,0,0.102496,-0.886885,0.000000,-0.121455,-0.204890,0.000000,188.873284,6.577947
0.300029,0,0.094232,-0.884272,0.000000,-0.284692,-0.234442,0.000000,158.876337,6.549508
0.300029,0,0.080218,-0.901336,0.000000,-0.527591,-0.572730,0.000000,297.658360,6.627682
0.300029,0,0.106590,-0.883188,0.000000,-0.017218,-0.330527,0.000000,0.000000,6.198983
0.300029,0,0.021019,-0.911945,0.000000,0.049995,0.000840,0.000000,0.841993,6.494491
0.300029,0,0.021947,-0.910836,0.000000,0.026186,0.018113,0.000000,81.229920,6.582609
0.300029,0,0.019821,-0.910753,0.000000,0.044388,-0.015326,0.000000,19.155927,6.536788
0.300029,0,0.029809,-0.911985,0.000000,0.095073,-0.006273,0.000000,143.781787,6.613062
0.300029,0,0.035455,-0.911584,0.000000,0.080669,-0.008645,0.000000,110.050135,6.625056
0.300029,0,0.049593,-0.912285,0.000000,0.145243,-0.006127,0.000000,0.000000,6.561383
0.300029,0,0.046388,-0.909207,0.000000,0.211944,-0.051413,0.000000,0.000000,5.792903
0.300029,0,0.054856,-0.908076,0.000000,0.199725,0.001665,0.000000,0.000000,3.473238
0.300029,0,0.066484,-0.910764,0.000000,0.287120,-0.041091,0.000000,106.184015,6.592926
0.300029,0,0.080098,-0.910306,0.000000,0.303661,0.000013,0.000000,127.141695,6.489544
0.300029,0,0.077313,-0.910518,0.000000,0.220326,0.043314,0.000000,92.610036,6.473448
0.300029,0,0.073765,-0.910532,0.000000,0.256700,0.061950,0.000000,97.565196,6.528443
0.300029,0,0.075331,-0.912120,0.000000,0.208507,-0.008584,0.000000,174.114633,6.542320
0.300029,0,0.094964,-0.898771,0.000000,-0.121152,-0.008971,0.000000,191.059060,6.534116
0.300029,0,0.090254,-0.906992,0.000000,-0.070134,0.169805,0.000000,130.945214,6.518309
0.300029,0,0.090289,-0.910424,0.000000,0.038086,0.068199,0.000000,145.927397,6.501757
0.300029,0,0.097665,-0.903470,0.000000,-0.173487,0.026522,0.000000,301.014071,6.594264
0.300029,0,0.100675,-0.901267,0.000000,-0.088680,-0.063591,0.000000,337.992423,6.648503
0.300029,0,0.093771,-0.895102,0.000000,-0.350796,-0.062391,0.000000,154.093111,6.588719
0.300029,0,0.103110,-0.910663,0.000000,0.006022,-0.049746,0.000000,149.608104,6.469246
0.300029,0,0.103702,-0.902601,0.000000,-0.039995,-0.075700,0.000000,167.192296,6.482129
0.300029,0,0.096563,-0.896461,0.000000,-0.223779,-0.035640,0.000000,119.416489,6.489162
0.300029,0,0.088139,-0.894443,0.000000,-0.462378,-0.239808,0.000000,76.867524,6.603223
0.300029,0,0.099063,-0.892773,0.000000,-0.139393,-0.063107,0.000000,214.918809,6.566914
0.300029,0,0.095687,-0.886456,0.000000,-0.247041,-0.244282,0.000000,116.642154,6.575420
0.300029,0,0.105666,-0.893443,0.000000,-0.065235,-0.195575,0.000000,225.198801,6.518343
0.300029,0,0.079200,-0.902140,0.000000,-0.565339,-0.462693,0.000000,305.319984,6.613415
0.300029,0,0.100284,-0.887306,0.000000,-0.179098,-0.325451,0.000000,71.061580,6.516931
0.300029,0,0.097761,-0.885916,0.000000,-0.258708,-0.193786,0.000000,76.236856,6.594820
0.300029,0,0.106718,-0.882455,0.000000,-0.083087,-0.374537,0.000000,67.059812,6.584124
0.300029,0,0.108637,-0.884728,0.000000,-0.082188,-0.165138,0.000000,0.000000,6.301104
0.300029,0,0.077899,-0.897421,0.000000,-0.545092,-0.632351,0.000000,0.000000,4.347576
0.300029,0,0.088822,-0.889348,0.000000,-0.451978,-0.323488,0.000000,0.000000,6.301608
0.300029,0,0.016991,-0.911248,0.000000,0.019333,-0.048989,0.000000,27.355141,6.564855
0.300029,0,0.021066,-0.910861,0.000000,0.112754,-0.010502,0.000000,69.456157,6.571572
0.300029,0,0.021547,-0.912599,0.000000,0.043857,-0.040214,0.000000,86.357312,6.568129
0.300029,0,0.028650,-0.912412,0.000000,0.094123,-0.049057,0.000000,40.817610,6.513263
