time,particle,x,y,z,u,v,w,temp,pres
0.300029,0,0.023996,-0.908913,0.000000,0.070975,-0.048765,0.000000,0.000000,5.879863
0.300029,0,0.025110,-0.909661,0.000000,0.051997,-0.063805,0.000000,57.259183,6.580899
0.300029,0,0.029908,-0.910296,0.000000,0.072537,-0.011826,0.000000,0.000000,6.490226
0.300029,0,0.027782,-0.909630,0.000000,0.103100,-0.088086,0.000000,11.094308,6.530822
0.300029,0,0.030697,-0.908041,0.000000,0.102588,-0.075012,0.000000,0.000000,2.634615
0.300029,0,0.039485,-0.909331,0.000000,0.146631,-0.022170,0.000000,39.703600,6.588297
0.300029,0,0.034264,-0.909016,0.000000,0.048425,-0.068824,0.000000,0.000000,6.485204
0.300029,0,0.051715,-0.911092,0.000000,0.145028,-0.060904,0.000000,13.875358,6.561523
0.300029,0,0.050879,-0.909302,0.000000,0.182849,0.019560,0.000000,0.000000,6.529670
0.300029,0,0.056828,-0.909542,0.000000,0.219693,-0.040397,0.000000,17.069973,6.554841
0.300029,0,0.063420,-0.911628,0.000000,0.259621,-0.010451,0.000000,116.391221,6.613154
0.300029,0,0.078095,-0.907497,0.000000,-0.174087,0.162205,0.000000,115.356277,6.499668
0.300029,0,0.085391,-0.907400,0.000000,0.163067,0.023637,0.000000,145.572135,6.545592
0.300029,0,0.080030,-0.906659,0.000000,-0.355368,0.090474,0.000000,0.000000,6.004980
0.300029,0,0.088949,-0.907019,0.000000,0.145886,0.148957,0.000000,0.000000,6.380951
0.300029,0,0.089155,-0.900422,0.000000,-0.254849,0.197424,0.000000,224.460648,6.594583
0.300029,0,0.088424,-0.898773,0.000000,-0.482610,0.066266,0.000000,89.714960,6.571458
0.300029,0,0.089006,-0.897689,0.000000,-0.543566,-0.047158,0.000000,122.798781,6.599075
0.300029,0,0.090784,-0.898407,0.000000,-0.366005,-0.121944,0.000000,299.916506,6.678354
0.300029,0,0.099929,-0.899940,0.000000,-0.114015,-0.062289,0.000000,220.092068,6.547684
0.300029,0,0.080769,-0.903566,0.000000,-0.560982,-0.795412,0.000000,0.000000,5.067584
0.300029,0,0.099734,-0.897034,0.000000,-0.095860,-0.045804,0.000000,322.287254,6.648624
0.300029,0,0.101941,-0.897817,0.000000,-0.196615,-0.098997,0.000000,282.698642,6.600487
0.300029,0,0.081686,-0.900716,0.000000,-0.498822,-0.403870,0.000000,1.251362,6.401013
0.300029,0,0.085437,-0.896031,0.000000,-0.548660,-0.344746,0.000000,144.454996,6.668688
0.300029,0,0.083431,-0.904854,0.000000,-0.337623,-0.552884,0.000000,0.000000,3.126257
0.300029,0,0.086404,-0.895977,0.000000,-0.589455,-0.382004,0.000000,0.000000,5.957838
0.300029,0,0.093182,-0.891365,0.000000,-0.247050,-0.232703,0.000000,149.586519,6.599976
0.300029,0,0.090645,-0.891142,0.000000,-0.354948,-0.206778,0.000000,52.988815,6.547841
0.300029,0,0.095411,-0.889207,0.000000,-0.257648,-0.225654,0.000000,15.930176,6.470556
0.300029,0,0.080604,-0.899950,0.000000,-0.530049,-0.505202,0.000000,0.000000,5.048431
0.300029,0,0.085388,-0.894831,0.000000,-0.503200,-0.290193,0.000000,251.489753,6.736655
0.300029,0,0.026115,-0.910828,0.000000,0.087208,-0.053493,0.000000,58.316810,6.568033
0.300029,0,0.021812,-0.908368,0.000000,0.074966,0.017779,0.000000,36.028085,6.551880
0.300029,0,0.024628,-0.911420,0.000000,0.070840,-0.020687,0.000000,61.426929,6.559047
0.300029,0,0.026993,-0.909676,0.000000,0.105925,0.018316,0.000000,3.411610,6.528378
0.300029,0,0.028829,-0.910554,0.000000,0.128174,0.002297,0.000000,0.000000,6.489411
0.300029,0,0.031060,-0.910606,0.000000,0.130900,-0.069340,0.000000,103.875919,6.600916
0.300029,0,0.037529,-0.910650,0.000000,0.122697,-0.059546,0.000000,47.363135,6.609137
0.300029,0,0.031701,-0.908411,0.000000,0.050884,0.033234,0.000000,0.000000,4.060894
0.300029,0,0.048693,-0.910099,0.000000,0.145983,-0.041977,0.000000,0.000000,6.459668
0.300029,0,0.055679,-0.908786,0.000000,0.242505,0.005005,0.000000,0.000000,5.463134
0.300029,0,0.058522,-0.908837,0.000000,0.230166,-0.039933,0.000000,58.648000,6.590660
0.300029,0,0.064628,-0.909341,0.000000,0.010473,0.149603,0.000000,83.972139,6.604951
0.300029,0,0.078930,-0.909252,0.000000,0.249034,-0.054372,0.000000,333.907734,6.690203
0.300029,0,0.078899,-0.906021,0.000000,-0.264890,-0.250567,0.000000,0.000000,4.297006
0.300029,0,0.080236,-0.903164,0.000000,-0.431742,-0.172238,0.000000,84.078431,6.436791
0.300029,0,0.084791,-0.903460,0.000000,-0.233404,-0.412906,0.000000,0.000000,1.187798
0.300029,0,0.087154,-0.900803,0.000000,-0.281056,-0.261598,0.000000,0.000000,5.087561
0.300029,0,0.093126,-0.898805,0.000000,-0.236852,0.187355,0.000000,114.597509,6.469988
0.300029,0,0.078991,-0.906779,0.000000,-0.165806,-0.020851,0.000000,428.882569,6.741318
0.300029,0,0.097584,-0.904442,0.000000,-0.070333,0.023141,0.000000,262.137682,6.557605
0.300029,0,0.094106,-0.895834,0.000000,-0.259188,-0.053309,0.000000,98.167155,6.516547
0.300029,0,0.101508,-0.900642,0.000000,-0.061085,-0.010614,0.000000,211.533893,6.532618
0.300029,0,0.104767,-0.903111,0.000000,-0.035455,-0.079118,0.000000,254.801938,6.568207
0.300029,0,0.080836,-0.900912,0.000000,-0.501591,-0.490300,0.000000,494.448133,6.830537
0.300029,0,0.102446,-0.896876,0.000000,-0.009828,-0.159820,0.000000,225.500262,6.542644
0.300029,0,0.081950,-0.903647,0.000000,-0.219260,-0.750371,0.000000,0.000000,5.899923
0.300029,0,0.086774,-0.892799,0.000000,-0.447867,-0.287976,0.000000,171.472041,6.677456
0.300029,0,0.100460,-0.892693,0.000000,-0.119851,-0.100425,0.000000,220.435560,6.541245
0.300029,0,0.087504,-0.893450,0.000000,-0.461252,-0.286377,0.000000,103.559597,6.622657
0.300029,0,0.100767,-0.889963,0.000000,-0.186024,-0.246862,0.000000,312.755143,6.644233
0.300029,0,0.109435,-0.889469,0.000000,-0.027550,-0.211204,0.000000,221.177791,6.537401
0.300029,0,0.097195,-0.889135,0.000000,-0.264900,-0.214278,0.000000,0.000000,6.188795
0.300029,0,0.085731,-0.892937,0.000000,-0.418927,-0.364877,0.000000,84.993469,6.606975
0.300029,0,0.017096,-0.909153,0.000000,0.113835,-0.042305,0.000000,24.092840,6.578089
0.300029,0,0.019353,-0.909834,0.000000,0.095035,-0.059726,0.000000,0.000000,6.490407
0.300029,0,0.025314,-0.910781,0.000000,0.063766,-0.052667,0.000000,0.000000,6.468515
0.300029,0,0.017743,-0.910720,0.000000,0.016721,-0.072261,0.000000,0.000000,6.448645
0.300029,0,0.031557,-0.909302,0.000000,0.084221,-0.028984,0.000000,0.000000,6.510414
0.300029,0,0.037006,-0.911847,0.000000,0.088813,-0.044324,0.000000,33.545567,6.567968
0.300029,0,0.033636,-0.909258,0.000000,0.059041,-0.021286,0.000000,0.000000,6.151289
0.300029,0,0.045660,-0.909480,0.000000,0.200491,-0.080115,0.000000,0.000000,6.558418
0.300029,0,0.050789,-0.910779,0.000000,0.225746,0.011548,0.000000,0.000000,6.535643
0.300029,0,0.051457,-0.910142,0.000000,0.195315,-0.004125,0.000000,0.000000,6.538663
0.300029,0,0.056587,-0.910319,0.000000,0.194994,-0.037311,0.000000,44.084537,6.573030
0.300029,0,0.059451,-0.909652,0.000000,0.202004,-0.054735,0.000000,0.000000,6.525264
0.300029,0,0.063223,-0.909206,0.000000,0.207659,0.037020,0.000000,0.000000,5.497979
0.300029,0,0.078953,-0.908573,0.000000,0.152656,-0.079086,0.000000,88.053219,6.452070
0.300029,0,0.082914,-0.906225,0.000000,-0.032832,0.103518,0.000000,585.283698,6.916925
0.300029,0,0.088624,-0.901607,0.000000,-0.450129,-0.147552,0.000000,0.000000,6.198290
0.300029,0,0.090518,-0.903586,0.000000,-0.079842,0.149444,0.000000,141.001807,6.516781
0.300029,0,0.091670,-0.898986,0.000000,-0.357856,0.133461,0.000000,63.173413,6.426098
0.300029,0,0.090531,-0.899955,0.000000,-0.238601,0.042697,0.000000,166.814586,6.510347
0.300029,0,0.086821,-0.900297,0.000000,-0.683643,-0.338914,0.000000,0.000000,5.357297
0.300029,0,0.089398,-0.895946,0.000000,-0.470585,-0.192312,0.000000,33.404963,6.528206
0.300029,0,0.084074,-0.898818,0.000000,-0.541035,-0.446837,0.000000,0.000000,6.484326
0.300029,0,0.087216,-0.894688,0.000000,-0.476479,-0.284621,0.000000,0.000000,6.491721
0.300029,0,0.083017,-0.897895,0.000000,-0.535675,-0.455351,0.000000,0.000000,6.143925
0.300029,0,0.107192,-0.897763,0.000000,-0.013911,-0.160943,0.000000,215.611628,6.522893
0.300029,0,0.081604,-0.904398,0.000000,-0.523627,-0.219769,0.000000,0.000000,5.489537
0.300029,0,0.097811,-0.888358,0.000000,-0.272526,-0.245965,0.000000,0.000000,6.471730
0.300029,0,0.088930,-0.894232,0.000000,-0.441458,-0.288356,0.000000,0.000000,6.493830
0.300029,0,0.098457,-0.889042,0.000000,-0.236663,-0.155360,0.000000,111.874258,6.539104
0.300029,0,0.085756,-0.905699,0.000000,0.002217,-0.152641,0.000000,0.000000,3.455197
0.300029,0,0.096119,-0.887363,0.000000,-0.176170,-0.142632,0.000000,0.000000,6.407035
0.300029,0,0.097421,-0.886941,0.000000,-0.165787,-0.219918,0.000000,26.343318,6.531132
0.300029,0,0.076954,-0.899138,0.000000,-0.484460,-0.600925,0.000000,0.000000,2.656591
0.300029,0,0.022241,-0.907966,0.000000,0.084146,-0.005446,0.000000,0.000000,5.417328
0.300029,0,0.022632,-0.908624,0.000000,0.066929,0.014466,0.000000,85.490683,6.590715
0.300029,0,0.020814,-0.908647,0.000000,0.052624,0.040135,0.000000,0.000000,5.650155
0.300029,0,0.027945,-0.910871,0.000000,0.070354,-0.042328,0.000000,90.322495,6.588083
0.300029,0,0.031532,-0.911350,0.000000,0.147230,-0.074563,0.000000,37.775935,6.522998
0.300029,0,0.049755,-0.910050,0.000000,0.154663,0.029004,0.000000,0.000000,6.507405
0.300029,0,0.035550,-0.908901,0.000000,0.142291,0.016803,0.000000,0.000000,6.055310
0.300029,0,0.038845,-0.908668,0.000000,0.042398,-0.074556,0.000000,0.000000,6.135585
0.300029,0,0.058078,-0.910459,0.000000,0.215448,-0.057931,0.000000,39.785162,6.575394
0.300029,0,0.059964,-0.908868,0.000000,0.259654,-0.032115,0.000000,0.000000,4.490353
0.300029,0,0.062533,-0.910638,0.000000,0.231969,0.012383,0.000000,66.392953,6.592369
0.300029,0,0.062191,-0.911443,0.000000,0.240486,-0.005310,0.000000,0.000000,6.477678
0.300029,0,0.082388,-0.910714,0.000000,0.155483,0.031206,0.000000,124.545305,6.501120
0.300029,0,0.081097,-0.910529,0.000000,0.214826,0.117646,0.000000,195.268700,6.555283
0.300029,0,0.086423,-0.908224,0.000000,0.156641,0.089033,0.000000,137.326198,6.513413
0.300029,0,0.087956,-0.906601,0.000000,0.056465,0.236044,0.000000,216.742565,6.602747
0.300029,0,0.090487,-0.902699,0.000000,-0.119991,0.092776,0.000000,167.548713,6.510796
0.300029,0,0.095645,-0.903218,0.000000,-0.089555,0.030280,0.000000,308.812835,6.608709
0.300029,0,0.096498,-0.903840,0.000000,-0.063131,0.049713,0.000000,173.421375,6.476274
0.300029,0,0.099516,-0.900556,0.000000,-0.146314,-0.017460,0.000000,122.734729,6.447602
0.300029,0,0.087362,-0.895706,0.000000,-0.484947,-0.206914,0.000000,63.217543,6.604261
0.300029,0,0.081704,-0.902134,0.000000,-0.549443,-0.494049,0.000000,323.247788,6.625050
0.300029,0,0.094576,-0.894543,0.000000,-0.316328,-0.132162,0.000000,0.000000,6.380181
0.300029,0,0.097327,-0.894321,0.000000,-0.162199,-0.117913,0.000000,221.707483,6.598111
0.300029,0,0.102888,-0.896216,0.000000,-0.082209,-0.091965,0.000000,152.003553,6.462481
0.300029,0,0.081892,-0.899833,0.000000,-0.434644,-0.519698,0.000000,0.000000,5.800953
0.300029,0,0.098594,-0.893774,0.000000,-0.204537,-0.115974,0.000000,212.777809,6.570509
0.300029,0,0.096258,-0.891554,0.000000,-0.245569,-0.120392,0.000000,119.569925,6.536001
0.300029,0,0.080852,-0.898950,0.000000,-0.538642,-0.544682,0.000000,0.000000,6.489226
0.300029,0,0.075559,-0.904562,0.000000,-0.523654,-0.688361,0.000000,0.000000,0.000000
0.300029,0,0.089986,-0.886535,0.000000,-0.415997,-0.287646,0.000000,0.000000,1.782635
0.300029,0,0.107075,-0.886463,0.000000,-0.049887,-0.208586,0.000000,177.045434,6.540935
0.300029,0,0.101114,-0.888487,0.000000,-0.150134,-0.246237,0.000000,221.623439,6.584562
0.300029,0,0.015987,-0.908521,0.000000,0.078351,-0.032677,0.000000,0.000000,4.507652
0.300029,0,0.015074,-0.908405,0.000000,0.020307,0.012468,0.000000,0.000000,6.475866
0.300029,0,0.014523,-0.908228,0.000000,0.103874,-0.051364,0.000000,0.000000,6.298343
0.300029,0,0.031925,-0.910502,0.000000,0.135857,-0.014413,0.000000,0.000000,6.448110
0.300029,0,0.040321,-0.908797,0.000000,0.130283,-0.019242,0.000000,0.000000,6.520509
0.300029,0,0.046694,-0.910106,0.000000,0.163221,-0.070609,0.000000,0.000000,6.510189
0.300029,0,0.049997,-0.908853,0.000000,0.246631,0.025273,0.000000,0.000000,5.013084
0.300029,0,0.052804,-0.907956,0.000000,0.213414,-0.061490,0.000000,0.000000,2.476635
0.300029,0,0.051095,-0.908694,0.000000,0.194174,0.027981,0.000000,0.000000,4.743177
0.300029,0,0.058508,-0.907934,0.000000,0.176873,-0.000850,0.000000,0.000000,4.363817
0.300029,0,0.061807,-0.909895,0.000000,0.238416,0.007924,0.000000,0.000000,6.243623
0.300029,0,0.065089,-0.911816,0.000000,0.170501,0.059127,0.000000,34.662181,6.522148
0.300029,0,0.066112,-0.912568,0.000000,0.226395,-0.024649,0.000000,91.584383,6.540152
0.300029,0,0.085310,-0.908349,0.000000,0.087283,0.093705,0.000000,129.130335,6.518541
0.300029,0,0.088450,-0.903597,0.000000,-0.191427,0.315580,0.000000,0.000000,4.860985
0.300029,0,0.090427,-0.907860,0.000000,0.073313,0.201825,0.000000,221.217313,6.597929
0.300029,0,0.089575,-0.902898,0.000000,-0.170813,0.223271,0.000000,357.467518,6.700888
0.300029,0,0.094774,-0.900028,0.000000,-0.204595,0.076305,0.000000,182.031433,6.512480
0.300029,0,0.097946,-0.905438,0.000000,-0.079689,0.025287,0.000000,212.572870,6.513481
0.300029,0,0.100694,-0.897940,0.000000,-0.026792,-0.050942,0.000000,197.742200,6.524086
0.300029,0,0.084912,-0.898782,0.000000,-0.486367,-0.325251,0.000000,0.000000,6.344199
0.300029,0,0.101084,-0.902947,0.000000,-0.113360,-0.009256,0.000000,279.835690,6.577192
0.300029,0,0.084305,-0.895809,0.000000,-0.492274,-0.388914,0.000000,0.000000,6.489105
0.300029,0,0.093645,-0.893112,0.000000,-0.338861,-0.120419,0.000000,39.602986,6.491530
0.300029,0,0.105135,-0.904697,0.000000,-0.049859,-0.033770,0.000000,348.234035,6.645463
0.300029,0,0.090879,-0.892741,0.000000,-0.445356,-0.220880,0.000000,10.507317,6.507006
0.300029,0,0.088037,-0.891500,0.000000,-0.468438,-0.215399,0.000000,30.963854,6.548402
0.300029,0,0.097187,-0.887783,0.000000,-0.218423,-0.147339,0.000000,85.516558,6.573452
0.300029,0,0.098766,-0.891268,0.000000,-0.222480,-0.151060,0.000000,177.890056,6.554553
0.300029,0,0.083223,-0.897300,0.000000,-0.464338,-0.468015,0.000000,0.000000,6.081298
0.300029,0,0.099608,-0.886731,0.000000,-0.192211,-0.346013,0.000000,0.000000,6.433494
0.300029,0,0.109008,-0.885486,0.000000,-0.011484,-0.174803,0.000000,193.682498,6.597298
0.300029,0,0.094451,-0.883368,0.000000,-0.339300,-0.201278,0.000000,0.000000,6.310036
0.300029,0,0.018238,-0.909547,0.000000,0.116188,-0.052898,0.000000,11.260537,6.553260
0.300029,0,0.011843,-0.908492,0.000000,0.059459,-0.038063,0.000000,0.000000,5.746117
0.300029,0,0.018751,-0.908943,0.000000,0.120980,-0.025258,0.000000,0.000000,5.527658
0.300029,0,0.024171,-0.909792,0.000000,0.049645,-0.089433,0.000000,0.000000,6.278622
0.300029,0,0.033055,-0.912526,0.000000,0.102625,-0.033327,0.000000,135.559929,6.589898
0.300029,0,0.032659,-0.909795,0.000000,0.083531,-0.027461,0.000000,0.000000,6.468097
0.300029,0,0.046684,-0.908249,0.000000,0.142783,-0.084224,0.000000,0.000000,2.394637
0.300029,0,0.050631,-0.911885,0.000000,0.180283,-0.049001,0.000000,0.000000,6.540385
0.300029,0,0.052718,-0.908773,0.000000,0.207047,-0.042489,0.000000,0.000000,5.985723
0.300029,0,0.061423,-0.912137,0.000000,0.219032,-0.010314,0.000000,60.366545,6.551598
0.300029,0,0.063713,-0.912483,0.000000,0.211311,-0.010679,0.000000,21.242881,6.498038
0.300029,0,0.065923,-0.911378,0.000000,0.240921,-0.049639,0.000000,23.071338,6.511921
0.300029,0,0.082219,-0.909768,0.000000,0.187821,0.000953,0.000000,0.000000,6.346514
0.300029,0,0.078725,-0.911349,0.000000,0.185231,-0.027749,0.000000,181.160201,6.535346
0.300029,0,0.087943,-0.907525,0.000000,0.091970,0.206454,0.000000,252.939736,6.617841
0.300029,0,0.083490,-0.907496,0.000000,0.055134,0.094379,0.000000,127.179208,6.526937
0.300029,0,0.092339,-0.901104,0.000000,-0.106252,0.200288,0.000000,357.191262,6.669193
0.300029,0,0.092329,-0.898314,0.000000,-0.357258,0.044681,0.000000,280.507770,6.643890
0.300029,0,0.092188,-0.895153,0.000000,-0.379511,-0.034434,0.000000,140.695290,6.575272
0.300029,0,0.099015,-0.898901,0.000000,-0.096362,0.000944,0.000000,291.032142,6.609559
0.300029,0,0.085669,-0.898535,0.000000,-0.555718,-0.406412,0.000000,0.000000,6.497212
0.300029,0,0.100683,-0.908741,0.000000,-0.035339,0.008224,0.000000,165.462551,6.484248
0.300029,0,0.096025,-0.894668,0.000000,-0.295943,-0.105849,0.000000,122.593995,6.525384
0.300029,0,0.081902,-0.896869,0.000000,-0.533845,-0.407229,0.000000,0.000000,6.497037
0.300029,0,0.103555,-0.898529,0.000000,-0.073462,-0.053203,0.000000,250.965799,6.559433
0.300029,0,0.099527,-0.894283,0.000000,-0.189018,-0.088986,0.000000,109.573607,6.448872
0.300029,0,0.105991,-0.894317,0.000000,0.002953,-0.165134,0.000000,230.345717,6.529161
0.300029,0,0.099305,-0.889753,0.000000,-0.268196,-0.164861,0.000000,202.457967,6.582639
0.300029,0,0.082941,-0.896168,0.000000,-0.477701,-0.519453,0.000000,0.000000,5.815108
0.300029,0,0.085986,-0.899415,0.000000,-0.539742,-0.305657,0.000000,0.000000,6.190787
0.300029,0,0.082352,-0.905604,0.000000,-0.390721,0.050697,0.000000,0.000000,5.953168
0.300029,0,0.080481,-0.896088,0.000000,-0.320465,-0.673056,0.000000,0.000000,4.864240
0.300029,0,0.107454,-0.883823,0.000000,-0.098196,-0.163261,0.000000,0.000000,6.494083
0.300029,0,0.010618,-0.908605,0.000000,0.011071,-0.062646,0.000000,0.000000,5.723718
0.300029,0,0.022958,-0.909421,0.000000,0.127713,-0.004191,0.000000,5.516178,6.526077
0.300029,0,0.023786,-0.910813,0.000000,0.051448,-0.015874,0.000000,51.200200,6.559135
0.300029,0,0.026617,-0.911808,0.000000,0.088128,-0.030955,0.000000,19.897341,6.510142
0.300029,0,0.034464,-0.909906,0.000000,0.113589,0.008533,0.000000,91.839959,6.609715
0.300029,0,0.036696,-0.909076,0.000000,0.097642,0.017015,0.000000,0.000000,4.741098
0.300029,0,0.044491,-0.908359,0.000000,0.226232,-0.019215,0.000000,0.000000,4.411433
0.300029,0,0.053105,-0.911052,0.000000,0.182415,0.027764,0.000000,63.252492,6.589179
0.300029,0,0.057245,-0.908630,0.000000,0.240942,0.019548,0.000000,0.000000,6.166191
0.300029,0,0.064543,-0.913501,0.000000,0.176705,0.015684,0.000000,120.844712,6.555334
0.300029,0,0.056673,-0.908594,0.000000,0.208888,-0.046700,0.000000,0.000000,5.855429
0.300029,0,0.063242,-0.910399,0.000000,0.223364,-0.006674,0.000000,0.000000,6.382289
0.300029,0,0.081374,-0.907020,0.000000,0.034298,-0.026740,0.000000,188.840230,6.545984
0.300029,0,0.082255,-0.906709,0.000000,0.025445,0.157808,0.000000,224.917308,6.581866
0.300029,0,0.076192,-0.910420,0.000000,0.271812,0.045547,0.000000,169.910260,6.562038
0.300029,0,0.089112,-0.903705,0.000000,-0.133786,0.297817,0.000000,139.475735,6.551397
0.300029,0,0.089630,-0.898444,0.000000,-0.518451,0.043276,0.000000,0.000000,6.145902
0.300029,0,0.096458,-0.909060,0.000000,-0.024441,0.062502,0.000000,300.544901,6.648405
